YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,LocationID,TopicID,QuestionID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2016,2020,CO,Colorado,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,24803,24803,,,,,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN07,,NMBR,OVERALL,OVR,,,,
2016,2020,FL,Florida,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,12.5,12.5,,,12.2,12.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN01,,AGEADJRATE,RACE,WHT,,,,
2015,2019,SD,South Dakota,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,19.1,19.1,,,17.4,21,Sex,Male,,,,,POINT (-100.3735306369997 44.353130053000484),46,CAN,CAN05,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,ME,Maine,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Sex,Male,,,,,POINT (-68.98503133599962 45.254228894000505),23,CAN,CAN03,,AGEADJRATE,SEX,SEXM,,,,
2016,2020,MA,Massachusetts,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,14,14,,,13.6,14.4,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),25,CAN,CAN01,,CRDRATE,OVERALL,OVR,,,,
2016,2020,IL,Illinois,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,163,163,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN03,,NMBR,OVERALL,OVR,,,,
2015,2019,AL,Alabama,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,169.1,169.1,,,167.4,170.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN08,,AGEADJRATE,RACE,WHT,,,,
2015,2019,OR,Oregon,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,21.6,21.6,,,14.2,31.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),41,CAN,CAN02,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,WA,Washington,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,892,892,,,,,Overall,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),53,CAN,CAN02,,NMBR,OVERALL,OVR,,,,
2015,2019,MT,Montana,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,139,139,,,,,Overall,Overall,,,,,POINT (-109.42442064499971 47.06652897200047),30,CAN,CAN02,,NMBR,OVERALL,OVR,,,,
2015,2019,WI,Wisconsin,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,184.8,184.8,,,182.6,186.9,Sex,Male,,,,,POINT (-89.81637074199966 44.39319117400049),55,CAN,CAN08,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,UT,Utah,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,Number,Number,251,251,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-111.58713063499971 39.360700171000474),49,CAN,CAN01,,NMBR,RACE,WHT,,,,
2016,2020,FL,Florida,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,1.6,1.6,,,1.1,2.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN03,,CRDRATE,RACE,API,,,,
2015,2019,OH,Ohio,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,475.4,475.4,,,473.8,477,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),39,CAN,CAN07,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,CA,California,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,29.3,29.3,,,29,29.5,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN04,,CRDRATE,OVERALL,OVR,,,,
2016,2020,NE,Nebraska,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN04,,CRDRATE,RACE,AIAN,,,,
2015,2019,US,United States,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,29,29,,,28.1,30,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,,59,CAN,CAN04,,CRDRATE,RACE,AIAN,,,,
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,21.9,21.9,,,18.6,25.6,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN04,,AGEADJRATE,RACE,API,,,,
2015,2019,ME,Maine,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,24.8,24.8,,,23.2,26.6,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),23,CAN,CAN05,,CRDRATE,OVERALL,OVR,,,,
2015,2019,AK,Alaska,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,14.6,14.6,,,12.5,16.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN05,,CRDRATE,RACE,WHT,,,,
2015,2019,AL,Alabama,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,3.6,3.6,,,3.2,4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN03,,CRDRATE,RACE,WHT,,,,
2016,2020,NE,Nebraska,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,41.2,41.2,,,39.9,42.5,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN04,,CRDRATE,OVERALL,OVR,,,,
2016,2020,FL,Florida,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,Number,Number,356,356,,,,,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN03,,NMBR,OVERALL,OVR,,,,
2015,2019,NC,North Carolina,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,2.2,2.2,,,2,2.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN03,,CRDRATE,RACE,WHT,,,,
2015,2019,NV,Nevada,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,43.6,43.6,,,42.1,45.1,Sex,Male,,,,,POINT (-117.07184056399967 39.493240390000494),32,CAN,CAN04,,CRDRATE,SEX,SEXM,,,,
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,7.6,7.6,,,5.4,10.5,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN02,,AGEADJRATE,RACE,API,,,,
2016,2020,FL,Florida,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,99.8,99.8,,,88.8,111.7,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN08,,CRDRATE,RACE,AIAN,,,,
2016,2020,AL,Alabama,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,19.1,19.1,,,18,20.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN01,,AGEADJRATE,RACE,BLK,,,,
2016,2020,CT,Connecticut,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,8.2,8.2,,,7.2,9.3,Race/Ethnicity,Hispanic,,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN04,,CRDRATE,RACE,HIS,,,,
2015,2019,PA,Pennsylvania,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,9,9,,,8.1,9.9,Race/Ethnicity,Hispanic,,,,,POINT (-77.86070029399963 40.79373015200048),42,CAN,CAN04,,CRDRATE,RACE,HIS,,,,
2016,2020,CO,Colorado,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,24.9,24.9,,,20.6,29.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN02,,AGEADJRATE,RACE,BLK,,,,
2016,2020,KS,Kansas,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,19.7,19.7,,,18.9,20.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN01,,CRDRATE,RACE,WHT,,,,
2015,2019,IA,Iowa,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,50.8,50.8,,,42.7,60,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-93.81649055599968 42.46940091300047),19,CAN,CAN04,,AGEADJRATE,RACE,BLK,,,,
2015,2019,MI,Michigan,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,27.5,27.5,,,26.8,28.1,Sex,Female,,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN02,,CRDRATE,SEX,SEXF,,,,
2015,2019,ID,Idaho,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,11.1,11.1,,,8,14.8,Race/Ethnicity,Hispanic,,,,,POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN01,,AGEADJRATE,RACE,HIS,,,,
2015,2019,DE,Delaware,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,188.2,188.2,,,136.8,255.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN07,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,UT,Utah,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-111.58713063499971 39.360700171000474),49,CAN,CAN03,,CRDRATE,RACE,AIAN,,,,
2016,2020,AR,Arkansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,423.9,423.9,,,419.7,428.2,Sex,Female,,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN07,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,MO,Missouri,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,436.2,436.2,,,433.2,439.2,Sex,Female,,,,,POINT (-92.56630005299968 38.635790776000476),29,CAN,CAN07,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,MD,Maryland,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,Number,Number,594,594,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-76.60926011099963 39.29058096400047),24,CAN,CAN01,,NMBR,RACE,WHT,,,,
2015,2019,FL,Florida,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,29.1,29.1,,,28.2,30,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN04,,AGEADJRATE,RACE,BLK,,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,23,23,,,22.2,23.8,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN02,,CRDRATE,OVERALL,OVR,,,,
2015,2019,PA,Pennsylvania,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Sex,Male,,,,,POINT (-77.86070029399963 40.79373015200048),42,CAN,CAN03,,CRDRATE,SEX,SEXM,,,,
2015,2019,MI,Michigan,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,489.4,489.4,,,486.8,492,Sex,Male,,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN07,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,MD,Maryland,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,171.3,171.3,,,169.2,173.3,Sex,Female,,,,,POINT (-76.60926011099963 39.29058096400047),24,CAN,CAN08,,CRDRATE,SEX,SEXF,,,,
2015,2019,TX,Texas,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,16.3,16.3,,,15.7,16.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-99.42677020599967 31.827240407000488),48,CAN,CAN01,,CRDRATE,RACE,BLK,,,,
2015,2019,TN,Tennessee,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,5.2,5.2,,,4.2,6.4,Race/Ethnicity,Hispanic,,,,,POINT (-85.77449091399967 35.68094058000048),47,CAN,CAN04,,CRDRATE,RACE,HIS,,,,
2015,2019,KS,Kansas,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Sex,Male,,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN02,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,OH,Ohio,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,2.6,2.6,,,2.5,2.8,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),39,CAN,CAN03,,CRDRATE,OVERALL,OVR,,,,
2016,2020,IA,Iowa,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,1.9,1.9,,,1.6,2.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-93.81649055599968 42.46940091300047),19,CAN,CAN03,,CRDRATE,RACE,WHT,,,,
2015,2019,NH,New Hampshire,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,206.6,206.6,,,203.2,210,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),33,CAN,CAN08,,CRDRATE,OVERALL,OVR,,,,
2015,2019,MT,Montana,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,652.2,652.2,,,644.8,659.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),30,CAN,CAN07,,CRDRATE,RACE,WHT,,,,
2015,2019,AR,Arkansas,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Sex,Male,,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN03,,CRDRATE,SEX,SEXM,,,,
2016,2020,AZ,Arizona,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN03,,CRDRATE,RACE,BLK,,,,
2015,2019,NE,Nebraska,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,227,227,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN02,,NMBR,RACE,WHT,,,,
2015,2019,MI,Michigan,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,Number,Number,973,973,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN05,,NMBR,OVERALL,OVR,,,,
2015,2019,VA,Virginia,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,30.9,30.9,,,29.3,32.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-78.45789046299967 37.54268067400045),51,CAN,CAN02,,CRDRATE,RACE,BLK,,,,
2016,2020,FL,Florida,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,Number,Number,3892,3892,,,,,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN01,,NMBR,OVERALL,OVR,,,,
2016,2020,AL,Alabama,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN05,,CRDRATE,RACE,AIAN,,,,
2016,2020,IL,Illinois,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,19.7,19.7,,,19.2,20.2,Sex,Male,,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN05,,CRDRATE,SEX,SEXM,,,,
2016,2020,NE,Nebraska,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,20.8,20.8,,,19.6,22.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN02,,AGEADJRATE,RACE,WHT,,,,
2015,2019,OH,Ohio,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,18.8,18.8,,,18.4,19.1,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),39,CAN,CAN01,,CRDRATE,OVERALL,OVR,,,,
2015,2019,NJ,New Jersey,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,1.1,1.1,,,0.8,1.7,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN03,,CRDRATE,RACE,API,,,,
2015,2019,TX,Texas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,313.2,313.2,,,311.4,315.1,Race/Ethnicity,Hispanic,,,,,POINT (-99.42677020599967 31.827240407000488),48,CAN,CAN07,,AGEADJRATE,RACE,HIS,,,,
2015,2019,VA,Virginia,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,Number,Number,1310,1310,,,,,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),51,CAN,CAN01,,NMBR,OVERALL,OVR,,,,
2015,2019,PA,Pennsylvania,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,208.2,208.2,,,206.7,209.8,Sex,Female,,,,,POINT (-77.86070029399963 40.79373015200048),42,CAN,CAN08,,CRDRATE,SEX,SEXF,,,,
2015,2019,OR,Oregon,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,9.6,9.6,,,7.6,11.8,Race/Ethnicity,Hispanic,,,,,POINT (-120.15503132599969 44.56744942400047),41,CAN,CAN01,,AGEADJRATE,RACE,HIS,,,,
2015,2019,MO,Missouri,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,11359,11359,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),29,CAN,CAN08,,NMBR,RACE,WHT,,,,
2015,2019,AK,Alaska,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN01,,AGEADJRATE,RACE,HIS,,,,
2015,2019,NY,New York,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,71.1,71.1,,,62.6,80.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),36,CAN,CAN08,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,CA,California,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,20.1,20.1,,,19.8,20.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN01,,CRDRATE,RACE,WHT,,,,
2015,2019,OH,Ohio,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,CAN,CAN05,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,AK,Alaska,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,291.2,291.2,,,269.5,314.2,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN07,,AGEADJRATE,RACE,API,,,,
2015,2019,LA,Louisiana,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,46.3,46.3,,,45.3,47.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.44568007099969 31.31266064400046),22,CAN,CAN04,,AGEADJRATE,RACE,WHT,,,,
2016,2020,NJ,New Jersey,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,2,2,,,1.9,2.2,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN03,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,ME,Maine,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),23,CAN,CAN05,,CRDRATE,RACE,AIAN,,,,
2015,2019,WY,Wyoming,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,247.8,247.8,,,186.9,321.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN07,,AGEADJRATE,RACE,API,,,,
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,36.1,36.1,,,35.2,37.1,Sex,Male,,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN04,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,ME,Maine,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,15.6,15.6,,,9.4,24.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),23,CAN,CAN04,,CRDRATE,RACE,BLK,,,,
2015,2019,MO,Missouri,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Sex,Male,,,,,POINT (-92.56630005299968 38.635790776000476),29,CAN,CAN03,,CRDRATE,SEX,SEXM,,,,
2015,2019,VT,Vermont,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-72.51764079099962 43.62538123900049),50,CAN,CAN02,,CRDRATE,RACE,BLK,,,,
2015,2019,AL,Alabama,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,14.3,14.3,,,13.8,14.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN01,,AGEADJRATE,RACE,WHT,,,,
2015,2019,TN,Tennessee,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,6.2,6.2,,,4.6,8,Race/Ethnicity,Hispanic,,,,,POINT (-85.77449091399967 35.68094058000048),47,CAN,CAN02,,CRDRATE,RACE,HIS,,,,
2016,2020,ME,Maine,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,9041,9041,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),23,CAN,CAN07,,NMBR,RACE,WHT,,,,
2015,2019,NC,North Carolina,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,3.8,3.8,,,2.6,5.4,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN05,,CRDRATE,RACE,API,,,,
2015,2019,MA,Massachusetts,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,94.5,94.5,,,90.2,98.8,Race/Ethnicity,Hispanic,,,,,POINT (-72.08269067499964 42.27687047000046),25,CAN,CAN08,,AGEADJRATE,RACE,HIS,,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,80,80,,,76.1,84.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN08,,CRDRATE,RACE,BLK,,,,
